name,months,total_return,annual_return,annual_volatility,sharpe,max_drawdown,win_rate
G4_gross,118,0.9178367384413677,0.06846550361434756,0.22902079063793024,0.29894885710436614,-0.33595439816783645,0.5423728813559322
G4_net_cost_0.1pct,118,0.623869850632339,0.05053853708642908,0.22870532937180352,0.22097664809668333,-0.34956289062903667,0.5423728813559322
G5_gross,118,0.537867725717839,0.04474117210156092,0.2417249976177838,0.1850912091942836,-0.4284139038781576,0.5169491525423728
G5_net_cost_0.1pct,118,0.37326358781500657,0.03278250301996777,0.24142241503121278,0.13578897806870757,-0.44806135502745625,0.5169491525423728
